"","IN","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS","tag","TARGET_TAG"
"4806",4806,4,-1.9,0.73,-0.51,10,0.377,-156,-254,0.997,3.4,-1.07,15.3,0,8,2,"train","yes"
"4807",4807,5,5.1,-0.77,0.48,53.9,-0.328,-132,-136,0.9931,3.17,1.03,20.3,1,8,3,"train","yes"
"4808",4808,5,6.45,1.3,0.28,1.2,0.05,163,129,1.02732,2.74,0.69,11.1,0,7,4,"train","yes"
"4809",4809,3,5.6,0.34,0.1,56.9,0.268,-108,68,0.99956,3.36,1.06,6.2,-2,6,2,"train","yes"
"4810",4810,4,6.6,0.26,-2.68,69.2,0.047,168,-28,1.03104,4.17,-0.56,9.9,0,7,3,"train","yes"
"4811",4811,4,13.8,0.28,0.29,19.3,0.051,36,-161,0.99911,3.22,0.5,9,1,7,3,"train","yes"
"4812",4812,4,-9.9,0.22,1.72,10.3,0.059,242,642,0.9456,3.12,-0.84,10,0,8,2,"train","yes"
"4813",4813,5,12,0.3,0.75,2.8,0.025,37,123,0.99159,3.31,0.63,16.1,0,7,3,"train","yes"
"4814",4814,NA,6.2,1.4,0.61,1,0.031,22,349,1.01801,3.24,-0.27,17.3,1,7,2,"test",NA
"4815",4815,5,-11,0.27,0.61,1.6,0.22,-59.4552041807664,128,0.97245,2.3,0.5,5.9,1,9,1,"train","yes"
"4816",4816,NA,8,0.67,-2.17,9.53603236049379,0.1,5,369,1.01598,3.37,-0.91,13.8,0,9,1,"test",NA
"4817",4817,NA,6.9,0.07,0.38,8.1,-0.143,44,295,0.9958,3.26,0.49,9.8,0,7,2,"test",NA
"4818",4818,4,5.1,0.2,2.76,6.4,0.655,-103,170,1.02486,2.37,0.82,10.9020781288197,0,9,4,"train","yes"
"4819",4819,4,6.6,0.28,1.68,53.2,0.419,182,68,0.98726,2.93,1.19,15.1,0,7,3,"train","yes"
"4820",4820,0,13.4,-0.4,-0.83,15.5,0.043,205,152,0.99129,2.91,0.106057051705311,9.36987679335162,-1,8,1,"train","no"
"4821",4821,5,4.3,0.88,1.68,1.4,0.046,22,90,1.00434,2.61,0.51,11.7,0,7,2,"train","yes"
"4822",4822,NA,-0.4,0.235,1.84,11.75,0.03,-198,118,1.02852,3.04,0.9,9.4,0,6,1,"test",NA
"4823",4823,3,6.4,0.42,0.46,8.4,-0.160230567458443,58,180,0.99495,3.18,-0.69,9.7,-1,7,2,"train","yes"
"4824",4824,6,14.9,0.94,0.52,8.45117040985733,-0.12010261258522,22,139,0.94536,3.04,0.62,7.1333333333,2,8,2,"train","yes"
"4825",4825,0,14.1,0.26,-0.72,8.2,-0.441,88,-62.120464083345,0.98732,2.75,2.2,9.00051833607332,0,8,3,"train","no"
"4826",4826,3,-3.1,0.2,-2.32,1.9,0.015,20,-38,1.00033,3.37,2.23,12.05,-1,6,2,"train","yes"
"4827",4827,NA,6.8,0.14,0.35,1.5,0.24,233,-159,0.99111,1.93,-0.06,6.6,-1,7,1,"test",NA
"4828",4828,5,6.4,0.16,0.25,1.3,0.408,202,77,1.04289,3.61,0.43,10.2,1,7,3,"train","yes"
"4829",4829,5,-1.8,0.24,0.47,61.9,0.043,230,57,0.95528,3.19,0.45,14.7,1,8,3,"train","yes"
"4830",4830,3,14.5,1.93,1.25,11.2,0.173,100.250252472219,551,0.95328,3.06,-0.39,8.9,-1,9,1,"train","yes"
"4831",4831,4,4.2,-0.33,3,-24.2,0.285,37,221,1.0291,3.25,0.54,10.4,0,7,4,"train","yes"
"4832",4832,3,7.7,0.38,0.49,-53.7,0.038,-183,-171,0.9906,3.18,0.32,12.9,-1,8,1,"train","yes"
"4833",4833,NA,6.3,0.25,0.3,-22.4,-0.014,-138,122,0.994,2.97155099579176,0.61,-0.2,0,8,4,"test",NA
"4834",4834,0,-0.4,0.23,0.36,63.7,0.454,321,504,0.99192,4.1,2.28,5.6,1,7,2,"train","no"
"4835",4835,5,9.3,0.17,-0.05,-9.9,0.03,32,123,1.01899,2.28,0.33,13.7,0,6,2,"train","yes"
"4836",4836,NA,10.6,0.705,0.72,35.3,0.417,-10,-287,0.9964,3,1.59,9.5,1,8,3,"test",NA
"4837",4837,0,28.3,0.56,0.19,2.1,-0.507,64,105,0.9962,3.33,0.74,13.5,-1,9,1,"train","no"
"4838",4838,5,4.5,0.38,-0.9,1.1,-0.065,-38,130.070808099861,0.9927,3.61,-0.536131990548886,9.9,0,6,3,"train","yes"
"4839",4839,5,13.6,-0.09,-0.1,62.2,0.234,-148,161,0.99256,3.16,-0.31,10.5,1,7,3,"train","yes"
"4840",4840,3,-1.8,-1.55,0.47,2.2,0.689,14,-134,1.00708,3.49,0.5,9.1,0,7,1,"train","yes"
"4841",4841,2,6.3,0.33,0.2,51.1,-0.15,-350,-488,0.9991,3.87144401178759,0.1,6.4,-1,7,1,"train","yes"
"4842",4842,NA,-2.6,0.12,1.21,0.1,0.398,27,422.577330106572,1.04149,3.29,0.41,13.5,0,7,1,"test",NA
"4843",4843,0,8.1,0.2,0.31,1.6,0.038,515,-111,0.9912,3.25,0.39,12,0,8,3,"train","no"
"4844",4844,NA,7,0.13,-0.78,16.1892846064456,0.056,174.869069638814,319,1.00696,4.73,-0.68,4.2,0,7,1,"test",NA
"4845",4845,NA,1.2,0.7,0.29,5,0.028,-145,461,0.99076,2.39,0.88,15.3,-1,6,1,"test",NA
"4846",4846,0,6.3,0.39,-1.33,1.4,0.581,11,305,1.03449,3.81,3.92,9.3,0,7,1,"train","no"
"4847",4847,4,4.6,0.63,0.24,14,0.074,-37,-266,0.94832,3.44,0.53,9.8,0,7,2,"train","yes"
"4848",4848,4,3.1,0.25,0.53,1.8,0.021,21,252,0.989315,3.03,3.2,18,0,7,2,"train","yes"
"4849",4849,NA,7.6,-0.91,-0.76,-48.8,0.04,545,-322,0.9916,3.16,1.15,4.3,0,8,3,"test",NA
"4850",4850,NA,6.5,0.93,0.33,29.3,0.042,50,-58,0.99695,2.48,-0.75,10.4,0,7,2,"test",NA
"4851",4851,4,13.7,0.5,0.46,-19.3,0.086,164,73,0.997,0.87,0.57,7.8,1,8,2,"train","yes"
"4852",4852,3,6.1,0.6,0.32,-11.6,-0.296,-243,145,1.07375,3.05,-0.54,9.8,-1,8,2,"train","yes"
"4853",4853,0,7.5,0.52,1.17,-17.2,0.085,184,35,1.0186,3.38,1.68,9.5,0,8,1,"train","no"
"4854",4854,2,-1.2,1.57,0.2,11.1,0.066,-55.0563132443137,449,0.99298,2.18,-0.9,18.1184668229782,-1,7,2,"train","yes"
"4855",4855,3,-2.5,0.37,1.54,1.4,0.833,27,126,1.00954,4.1,1.6,18.8,0,8,1,"train","yes"
"4856",4856,0,16.2,0.35,-1.12,12.6,0.039,19,-205,0.97704,3.2,-0.32,7.35423162080563,-1,7,1,"train","no"
"4857",4857,4,6.7,-0.03,0.79,11.75,-0.335,21,198,0.98646,3.26,0.55,9.5,1,7,2,"train","yes"
"4858",4858,5,7.7,0.26,1.96,2.6,0.045,300,1016,1.02666,3.32,0.5,7.1,1,8,3,"train","yes"
"4859",4859,0,12,0.5,0.59,-39.8,-0.0350266751436317,-94,395,0.97108,2.83,1.42,6.3,-1,13,2,"train","no"
"4860",4860,NA,6.5,0.18,-0.7,-3.5,-0.462,43,-17,1.02824,3.32,0.59,17.8,0,7,3,"test",NA
"4861",4861,3,-1.1,-0.64,1.57,-59.9,0.086,89,168,0.94115,4.75,0.44,9.6,0,7,3,"train","yes"
"4862",4862,3,-5.7,1.06,1.72,0.8,0.488,169,89,1.03983,3.19,0.91,8.2,-1,7,2,"train","yes"
"4863",4863,NA,8.9,0.57,0.26,-55.8,-0.081,-55,89,0.9959,2.27,-0.37,11.5154148026934,0,9,1,"test",NA
"4864",4864,2,6.8,-1.17,0.53,50.5,0.037,262,151,0.93933,2.5,0.4,5.1,-1,8,1,"train","yes"
"4865",4865,3,6.6,0.02,-0.61,12.8,0.056,44,169,0.998,3.42,0.96,6,-1,7,1,"train","yes"
"4866",4866,5,6.5,1.52,0.28,1.1,0.034,-194,323,0.95944,4.47,-1.35,14.1,1,7,3,"train","yes"
"4867",4867,4,7,1.15,3.28,25.5,0.051,-39,149,0.99455,2.96,0.39,9,-1,7,4,"train","yes"
"4868",4868,0,17,0.91,1.6,1.8,0.41560365785693,62,-268,1.03266,2.24,0.52,9.2,-1,8,2,"train","no"
"4869",4869,5,5.8,0.32,0.38,4.75,0.033,207,-338,0.991,3.42,1.88649868398989,11.8,0,7,4,"train","yes"
"4870",4870,0,3.8,3.02,0.69,39.5,0.140153795989003,4,10,0.99554,2,1.74,8.6,-1,10,2,"train","no"
"4871",4871,NA,6.2,-0.74,0.29,-17.3,0.047,45,220,0.96967,3.35,2.22,10,0,7,2,"test",NA
"4872",4872,4,-0.1,0.16,-0.6,1.4,0.064,34,-231,0.99825,3.11,0.42,11.433333333,0,8,3,"train","yes"
"4873",4873,4,2.5,1.19,0.3,-3,0.607,24,67,0.97369,3.03,0.57,11.7,0,6,1,"train","yes"
"4874",4874,4,5.7,0.27,0.16,9,0.053,32,-226,1.03592,2.16,0.31,13.2,0,6,2,"train","yes"
"4875",4875,0,18.4,0.48,0.9,49.2,0.354,-19,-279,0.9953,3.34,1.35,15.8,0,8,1,"train","no"
"4876",4876,5,-0.7,0.22,0.65,1.6,0.349,24,102,1.02951,3.29,2.34,11.6,0,7,3,"train","yes"
"4877",4877,5,8.4,-1.24,-0.76,11.8,0.192,-68,86,1.0004,3.39,0.82,8.9,1,9,2,"train","yes"
"4878",4878,NA,7.8,0.645,1.41,5.5,0.086,6,30,0.98083,2.54,0.94,7,0,8,2,"test",NA
"4879",4879,0,13,0.17,1.19,-16.2,0.041,34,-714,1.00634,4.07,-0.69,10.5,0,7,3,"train","no"
"4880",4880,4,19.8,0.21,0.49,15.4,0.046,71,119,0.96798,3.18,-0.24,9.5,1,11,2,"train","yes"
"4881",4881,NA,-2.6,0.69,0.98,40.4,0.629,29,142,1.00886,4.19,0.33,-2.1,0,7,1,"test",NA
"4882",4882,2,5.8,1.55,1.36,1.1,0.048,21,98,1.03016,3.19,1.56461126585396,9.2,-1,6,1,"train","yes"
"4883",4883,3,16.7,0.34,0.33,-51.9,0.036,64,327,0.9966,2.37,0.4,10.2,0,9,1,"train","yes"
"4884",4884,3,9.5,0.25,0.49,1.35,-0.023,-156,48,0.9437,3.15,-0.01,10.2,0,9,1,"train","yes"
"4885",4885,3,-4.9,0.28,0.6,-51,0.261,-236,127,0.9934,3.09,1.13,8.2,-1,8,2,"train","yes"
"4886",4886,3,7.9,0.89,1.16,8.5,-0.55,-75,325,0.94477,1.31,0.388369955603942,11.7,-1,8,3,"train","yes"
"4887",4887,3,6.6,0.21,0.28,42.8,0.07,45,185,0.9966,4.42,0.86,9.4,0,7,2,"train","yes"
"4888",4888,NA,14.9,-0.16,1.53,-49.4,-0.514,-261,254.080378788687,0.9944,3.17,0.33,10.2,2,8,1,"test",NA
"4889",4889,0,7.2,0.2,0.26,4.5,0.316,-156.780417125051,133,0.9597,2.24,1.53,-1.1,-1,8,2,"train","no"
"4890",4890,3,16.4,0.27,1.15,-49.7,-0.188,-61,102,0.98952,3.16,0.69,12.3,-1,6,2,"train","yes"
"4891",4891,1,12,1.07,1,3.4,0.146,74,174,0.98617,3.87,1.84,12.1,-1,11,1,"train","yes"
"4892",4892,3,10.5,0.43,0.24,6.7,0.294,-227,163,1.02456,3.2,0.41,3.9,0,8,2,"train","yes"
"4893",4893,7,3.9,0.225,0.4,4.2,-0.116090496388741,29,-68,0.989,3.57,0.36,9.6,1,5,4,"train","yes"
"4894",4894,6,6.4,-0.87,0.28,53,-0.277,-6.81111792474181,160,0.99405,2.26,-0.09,21.2,1,7,1,"train","yes"
"4895",4895,0,8.1,-0.83,0.38,4.3,-0.0981841499941181,-226,269,0.996,3.37,1.32,16.2,0,9,4,"train","no"
"4896",4896,3,7.8,0.62,0.84,73.2,0.079,-170,227,0.99735,3.29,0.95,10.3,0,8,3,"train","yes"
"4897",4897,4,4.8,0.3,0.44,-51.7,0.043,-79,-34,0.99452,1.94,0.33,18.4,0,9,3,"train","yes"
"4898",4898,5,8.8,-0.83,0.49,1.6,0.027,35,136,0.99248,2.66,0.54,11,0,8,1,"train","yes"
"4899",4899,3,7.4,0.3,0.3,5.2,0.053,-183.134036707336,163,1.02228,3.12,0.45,8.6,-1,8,1,"train","yes"
"4900",4900,NA,8.6,0.23,-0.03,19.7,0.302,17,48,1.04258,4.43,0.53,9.7,2,9,4,"test",NA
"4901",4901,0,8.6,0.36,0.24,43.8,-0.974,32,476,0.9903,4.44,0.59,16.3,-1,8,1,"train","no"
"4902",4902,3,8.2,0.37,-0.76,13.9,0.043,277,78,0.99873,3.83,-0.37,7.8,0,9,3,"train","yes"
"4903",4903,0,5.2,1.59,-0.56,1.4,-0.281,-53,487,0.97723,2.82,0.33,12.1,-2,6,1,"train","no"
"4904",4904,0,8.5,0.27,0.37,7.9,-0.112,-197,190,0.99542,3.19,0.99,9.5,1,7,1,"train","no"
"4905",4905,3,6.5,0.29,-0.37,9.15,-0.036,-45,166,0.99339,4.48,1.2918737694619,8.6333333333,-1,7,2,"train","yes"
"4906",4906,NA,-2.2,0.3,-0.95,-48.5,-1.065,49,159,0.97125,3.11,0.48,4.2,1,7,1,"test",NA
"4907",4907,0,7.6,0.3,0.01,-55.4,0.085,-162,24,1.03135,3.96,1.28,15.3,0,8,1,"train","no"
"4908",4908,4,14.1,0.24,0.27,1.4,0.417,31,122,0.96756,3.15,0.26,10.3,0,8,3,"train","yes"
"4909",4909,NA,13.1,0.2,0.24,66.8,-0.07,-181.200010496841,-78,1.00907,4,0.33,11,1,7,2,"test",NA
"4910",4910,5,6.9,0.39,0.3,8.2,0.684,-30,112,1.01372,1.82,0.37,12.3,1,7,4,"train","yes"
"4911",4911,0,8.3,1.74,0.66,14.9,0.372,10,41,0.92417,2.37,-0.64,9.8,0,14,2,"train","no"
"4912",4912,5,13.5,-0.57,0.45,2,-0.0842252173032808,6,15,0.98615,2.63,-0.47,9.2,1,12,2,"train","yes"
"4913",4913,0,7.7,0.8,-0.07,1.5,0.202,4,9,1.00153,1.99,0.54,9.2,1,8,1,"train","no"
"4914",4914,3,18.9,0.56,0.92,1.5,0.071,-183,772,0.95778,3.22,0.832556687298944,9.8,0,8,3,"train","yes"
"4915",4915,4,6.8,-0.8,0.3,42.7,0.043,65,95,0.95864,2.79,0.46,7.3,-1,7,3,"train","yes"
"4916",4916,NA,1.4,0.2,0.32,1.6,0.11,174,-578,1.01384,3.37,-0.58,13.2,1,8,2,"test",NA
"4917",4917,4,7.5,0.14,0.34,-31.7,-1,-80,153,0.9945,3.29,2.52,9.6,0,8,2,"train","yes"
"4918",4918,NA,7.9,1.29,1.85,-45.25,0.033,-231,100,0.99117,0.96,0.52,7.7,1,9,4,"test",NA
"4919",4919,5,6,-1.05,1.8,80.1,-0.151189513137836,45,170,1.001,4.09,-0.1,11.1,1,8,3,"train","yes"
"4920",4920,2,2.1,0.14,0.37,1.2,0.522,227,148,0.99185,0.85,-1.21,16.8,-1,7,1,"train","yes"
"4921",4921,4,7.4,0.22,2.15,-24.1980203711583,0.057,-65,395,0.94594,2.07,1.25,9.9,-1,8,2,"train","yes"
"4922",4922,7,14.1,1.16,0.32,8.08247656602827,0.019,54,188,0.9935,3.94,0.37,8.5,1,7,2,"train","yes"
"4923",4923,5,14,-0.71,-0.74,-38.6,0.62,-86,-287,0.98981,3.22,-1.04,13.4,0,7,1,"train","yes"
"4924",4924,0,6.8,1.09,-0.26,2.1,0.061,12,20,0.97258,3.51,3.14,4.9,0,8,2,"train","no"
"4925",4925,4,11.1,3.09,-0.84,5.92427334019917,0.037,-420,140,0.95268,3.17,0.29,10.1,-1,7,2,"train","yes"
"4926",4926,NA,6.9,0.23,1.48,15.5,0.001,-76.867419344364,146,0.9944,2.94,-0.66,9.7,0,7,1,"test",NA
"4927",4927,5,6.6,1.36,2.57,-23.9,0.048,304,574.399460578107,0.99207,4.34,-0.73,16.9,1,7,3,"train","yes"
"4928",4928,NA,0.8,0.66,1.86,-34.5,0.464630158950019,-443,-242,0.99455,3.38,1.8,1.3,-1,7,1,"test",NA
"4929",4929,5,-1,0.24,-1,12.3,0.035,69.9172163913701,172,0.99736,2.99,0.49,12.812644669625,1,8,4,"train","yes"
"4930",4930,5,6.5,0.18,0.34,-66.2135366020272,0.04,460,386,0.9912,4.17,-2.7,11.5,-1,7,2,"train","yes"
"4931",4931,3,9.3,0.18,1.77,82.15,0.109,53,474,0.99724,3.25,0.35,8.8,-1,7,2,"train","yes"
"4932",4932,0,9.6,0.56,0.09,1.7,0.053,-209,32,0.99402,3.54,0.6,13.7,-1,7,2,"train","no"
"4933",4933,5,4.1,0.26,0.46,-1.8,0.037,49,0,0.99601,2.75,1.77,11.0945212775759,2,8,1,"train","yes"
"4934",4934,3,6.7,0.28,0.14,4.5,0.086,14,285,1.04116,4.64,0.58,11.9,-1,7,1,"train","yes"
"4935",4935,3,6.3,-2.52,0.89,31.0767206061925,-0.193,262,603,0.96938,2.86,0.9,10.7,-1,7,1,"train","yes"
"4936",4936,0,13,1.79,-1.32,-15.6,0.553,26,185,1.01146,4.42,0.52,10.6457824622422,-1,12,1,"train","no"
"4937",4937,1,5.6,0.28,0.99,1,0.58,6,308,0.9902,4.51,0.34,11.4,-2,6,1,"train","yes"
"4938",4938,1,7.6,-0.32,0.49,69.3,0.062,35,141,0.9989,3.22,1.86,9,-1,8,1,"train","yes"
"4939",4939,4,7.3,0.28,-1.07,57.7,0.182,125,566,0.97681,3.03,3.1088331139693,9,0,8,2,"train","yes"
"4940",4940,1,7.9,0.16,0.3,4.8,-0.378,-231,171,1.00313,3.47,-0.912095803048631,4.2,-2,8,1,"train","yes"
"4941",4941,NA,8.7,0.23,3.35,13.4,0.044,35,-111,0.99975,3.34,0.47,8.8,0,9,1,"test",NA
"4942",4942,2,0.1,-0.7,1.03,18.9,0.029,43,151,0.9518,3.43,0.76,7.8,-1,8,3,"train","yes"
"4943",4943,6,6.8,1.46,0.43,14.500356969846,0.47,30,110,0.9739,3.08,0.59,14,0,8,3,"train","yes"
"4944",4944,2,-0.4,1.26,0.49,-62.6,-0.064,280,362,0.9958,2.83,0.46,10.1,-1,10,2,"train","yes"
"4945",4945,3,6.6,-1.05,0.22,33.35,0.098,-205,139,0.9536,4.79,2.28,13,0,7,1,"train","yes"
"4946",4946,NA,10.5,-1.04,0.49,-54.7,0.115,297,118,0.98346,3.34,1.3,13.1,0,6,3,"test",NA
"4947",4947,3,6.9,0.41,0.93,4.2,0.158,152,-765,0.97061,3.7,0.200908472802059,13.2,1,8,1,"train","yes"
"4948",4948,0,7.3,0.695,0.95,27.6,0.179,-48.0694271330167,13,0.998,3.71,0.52,15,-1,8,2,"train","no"
"4949",4949,NA,6.8,0.26,1.4,18,-0.032,38,64,0.9939,3.42,1.2,10,0,7,4,"test",NA
"4950",4950,5,6,-0.76,-0.38,62.3,-0.553,-194,138,0.98802,3.07,0.64,9.67791145744271,0,7,4,"train","yes"
"4951",4951,0,9.4,0.59,0.96,29.6385110551123,0.082,11,22,0.99253,3,1.03,13.6,0,14,1,"train","no"
"4952",4952,0,0.7,0.9,0.25,60,0.103,-165,451,0.9957,3.07,-0.15,17.5221202088646,-1,6,2,"train","no"
"4953",4953,3,5.6,1.11,-0.43,43.2,0.05,118,54,1.02151,3.3,0.205449101331497,5.3,0,6,2,"train","yes"
"4954",4954,6,7.1,0.73,2.45,35.2450325430926,0.236,35,115,0.98665,2.45,1.88,13.5,1,8,2,"train","yes"
"4955",4955,0,7.3,0.655,0.11,10.2,-0.277,-36,-131,1.01489,3.92,0.92,9.2,-1,8,1,"train","no"
"4956",4956,NA,0.7,-0.09,-0.61,1.8,0.055,-87,110,0.9796,2.12,0.44,6.2,0,8,1,"test",NA
"4957",4957,5,-4.6,1.49,-0.22,1.7,0.305468239826828,111,-196,0.97134,3.47,0.5,15.4,0,7,2,"train","yes"
"4958",4958,3,5.7,1.44,0.2,16,0.397,41,113,1.00339,3.22,0.46,8.3,-1,6,1,"train","yes"
"4959",4959,4,6.8,-0.87,-0.86,-54.7,-0.721,273,-184,0.95181,3.11,0.905299897693944,9.5,0,7,2,"train","yes"
"4960",4960,4,13,0.99,0.22,1.4,0.021,22,-178,0.97602,3.15,0.91,12.7,-1,8,2,"train","yes"
"4961",4961,5,-3.2,0.185,1.94,1.1,-0.614,17,117,0.88809,3.55,0.77,8,1,6,4,"train","yes"
"4962",4962,1,18.2,1.19,1.58,11.3,0.046,148,221,1.0067,3.01,0.41,9.2,-2,8,1,"train","yes"
"4963",4963,1,8.7,0.24,0.35,43.2,0.042,11,82.1094190381578,0.9926,3.08,0.38,10.6,-2,9,2,"train","yes"
"4964",4964,5,8.2,1,1.41,45.6,-0.12,186,37,0.93755,2.95,3.91,9,1,9,3,"train","yes"
"4965",4965,3,7.1,0.95,0.24,0.8,-0.088,310,86,0.9503,2.41,-0.71,9.1,1,8,2,"train","yes"
"4966",4966,NA,7.4,0.27,1.08,27.4,0.415,25,324,1.00513,2.97,0.51,11.9,0,8,3,"test",NA
"4967",4967,3,6.1,-1.15,0.45,122.8,-1.09,-205,169,0.98414,5.16,3.4,8.3,0,7,3,"train","yes"
"4968",4968,7,17.9,1.7,-0.29,-27.25,0.111626029350178,-90,172,1.01658,5.62,1.98,9.7,2,7,1,"train","yes"
"4969",4969,NA,9.9,-0.47,0.37,7.9,0.025,110,-207,1.03211,2.93,0.37,19.4,0,9,1,"test",NA
"4970",4970,3,-3.9,1.325,1.2,-4.5,-0.3,333,23,0.9965,2.38,2.15,16.9,0,8,1,"train","yes"
"4971",4971,6,7.1,0.22,0.33,2.8,0.033,48,251.681871885678,0.9899,3.15,0.38,13.7,1,8,4,"train","yes"
"4972",4972,2,11.3,-1.75,-1.18,15.2,-0.088,302,208,0.97435,2.47,0.22,6.46338032549493,-1,7,2,"train","yes"
"4973",4973,NA,6.3,0.34,-2.77,6.2,-0.208,81,227,0.95046,3.29,0.44,9.9,0,7,2,"test",NA
"4974",4974,0,-2.4,0.4,0.58,2.2,0.084,283,-74,1.02483,3.25,-0.57,11.9,0,9,1,"train","no"
"4975",4975,0,-1.8,0.12,0.32,-21.7,0.02,64,-22,0.98452,4.51,-0.00507020488457832,9.4,0,8,2,"train","no"
"4976",4976,4,7.8,0.28,-0.75,26.4,-0.244,-11,311,1.03225,3.14,2.02,9.1,0,9,2,"train","yes"
"4977",4977,4,24.4,0.1,-0.97,-55.5,0.048,26,105,0.994,3.52,0.66,14.5278332193118,0,8,2,"train","yes"
"4978",4978,NA,-0.5,0.81,0.36,67.2,0.909,262,124,0.997,1.58,0.59,13.7,1,8,3,"test",NA
"4979",4979,0,10.7,-1.02,-0.38,11.6,0.613,45,178,0.99691,3.33,0.43,7.7,0,7,1,"train","no"
"4980",4980,4,15.9,0.28,0.14,8.6,-0.162,20,142,1.04598,3.28,0.44,9.7,0,6,1,"train","yes"
"4981",4981,4,2.2,0.27,-0.29,-81.9,-0.276,67,429,0.99699,2.26,-0.12,9.8,1,8,3,"train","yes"
"4982",4982,NA,5.4,0.37,0.76,4.2,-0.1,243,368,1.0004,2.19,-0.36,11.8,0,13,2,"test",NA
"4983",4983,4,16.9,1.87,0.27,40.3,0.08,105,922,0.99652,3.29,0.48,4.6,2,9,1,"train","yes"
"4984",4984,0,-0.7,-0.315,-0.79,2.6,0.092,12,28,0.96617,3.51,-0.29,11.8,1,9,1,"train","no"
"4985",4985,NA,13.7,0.26,-1.37,18.7,0.034,39,134,0.9949,3.33,0.03,7.3,1,7,2,"test",NA
"4986",4986,2,7.5,0.2,0.41,-49.2,0.05,26,-24,0.99643,3.19,2.25,12.4,-1,8,1,"train","yes"
"4987",4987,3,14.6,-0.48,-0.81,8.9,0.407666277695423,-156,22.5083130200946,0.99556,3.17,1.58,11.2,-1,8,2,"train","yes"
"4988",4988,6,17.2,-0.1,0.88,1,-0.36,61,134,1.02002,3.19,0.81,11.9,1,7,3,"train","yes"
"4989",4989,3,7.1,0.23,0.23,3.5,0.038,-116,16,0.99157,3.05,1.48259046173722,11.366666667,-1,8,2,"train","yes"
"4990",4990,1,5.8,0.33,-0.74,16.05,0.047,275,166,0.9976,2.93,0.46,3.1,-2,6,1,"train","yes"
"4991",4991,NA,-4.7,0.305,0.9,1.75,0.173,17,-723,1.00612,2.22,1.63,17.23333333,1,6,1,"test",NA
"4992",4992,6,11.1,0.28,0.78,21.6588500828784,-0.214,32,116,0.90204,3.01896643417907,0.16,9.4,2,7,3,"train","yes"
"4993",4993,6,12.7,0.32,-0.79,64.5,0.036,197,182,1.00482,3.29,0.42,8.1,1,7,3,"train","yes"
"4994",4994,3,10.2,0.72,0.46,-48.5,0.382,-267,438,1.04296,3.03,0.21,4.7,0,8,1,"train","yes"
"4995",4995,0,20.6,0.89,0.41,-15.3,-0.666,-120,331,0.99573,3.97,0.58,11.9,1,10,2,"train","no"
"4996",4996,4,-2.4,0.59,-1.24,-8.2,0.044,214,305,0.99655,2.5,2.19,9.4,0,7,2,"train","yes"
"4997",4997,2,3.8,0.44,0.49,2.8,0.00978771788982867,-137,111,0.97485,3.3,2.34,9.5,-1,10,1,"train","yes"
"4998",4998,NA,4.7,1.34,0.36,14.6,0.048,35,-419,0.9968,3.14,1.55,17.1,0,8,2,"test",NA
"4999",4999,7,7,-1.24,0.32,1.3,0.037,150,123,0.992,2.67,1.04826172505259,12.0236792815707,1,8,4,"train","yes"
"5000",5000,NA,6.8,0.11,-1.12,57.9,0.315,252,104,0.99454,3.2,0.37,11.3,-1,7,1,"test",NA
"5001",5001,0,15.7,0.73,0.92,1.7,0.074,232,13,0.9968,4.1,0.15,12.5,0,9,2,"train","no"
"5002",5002,7,5.5,0.19,0.27,54.8,0.057,76,155,1.03141,2.94,0.41,6.5,1,8,3,"train","yes"
"5003",5003,3,6.6,0.36,0.52,-47.6,0.046,371,110,0.9966,3.76,1.45,10.7,0,7,1,"train","yes"
"5004",5004,NA,9,-0.29,1.05,2.1,0.513,19,76,0.99001,2.62,-1.22929140870581,12.1,0,10,2,"test",NA
"5005",5005,NA,12.8,0.26,1.53,13.3,0.044,68,224,0.97179,3.18,3.89,9.5,-1,8,1,"test",NA
"5006",5006,6,6.8,0.46,0.26,2.7,-0.276,28,155,1.02844,3.38,-1.03,8.8,0,8,2,"train","yes"
"5007",5007,4,10.7,0.21,0.34,7.1,0.086,116,443,0.99953,2.45,0.45,12.8,0,9,1,"train","yes"
"5008",5008,4,18.8,0.2,-0.97,16.95,-0.521,85,190,0.9995,3.03,0.42,7.5,0,8,2,"train","yes"
"5009",5009,3,7.1,0.18,0.44,9.6,0.054,64,585,0.9962,2.3,0.7,9.4,0,8,2,"train","yes"
"5010",5010,3,2.7,1.745,0,67.1,0.625,54,11,1.02861,3.39,1.03,5.9,0,8,1,"train","yes"
"5011",5011,NA,7.3,0.38,0.23,12.2613741558744,-0.251,18,149,0.99304,3.1,0.67,11.2,1,8,2,"test",NA
"5012",5012,5,6.4,1.02,1.15,5,0.058,-315,94.1890988143107,0.99198,4.43,1.08,10.6,1,7,2,"train","yes"
"5013",5013,4,6.8,0.27,1.43,13.3,0.076,297,163,0.9979,3.03,0.38,8.6,0,7,3,"train","yes"
"5014",5014,3,7.6,0.21,0.44,1.9,-0.327,-74,436,1.01485,3.01,0.7,0.673716639938842,-1,8,1,"train","yes"
"5015",5015,4,5.1,0.32,-0.48,-41.8,0.178,-71,311,0.9935,3.08,0.59,11.3,0,8,3,"train","yes"
